-3.299562e+00,-2.587925e+00,-1.976969e+00,-8.226361e-01,1.871006e+00,-3.357839e+00,-1.676265e+00,1.310568e+00,1.525999e+00,-1.724179e+00,-5.093509e+00,-1.193244e+01,2.540391e+00,3.743843e-01,-7.515046e-05,6.563993e-01,-3.517086e-01,1.266770e+00,-1.833926e-01,-1.859557e-01,-1.087309e+00,-2.702336e-01,-4.347708e-03,-2.199734e+00,-1.109669e+00,2.702703e-02,-5.871505e-01,-1.075948e+00,-2.923666e+00,-1.118670e+00,1
-4.141790e+00,-3.954807e+00,-1.945973e+00,4.797663e-02,1.622170e+00,-4.656645e+00,5.583649e+00,1.221984e+00,1.489023e+00,-3.273531e-01,-3.417803e+00,-1.119595e+01,-1.996938e+00,2.003478e+00,-7.515046e-05,-7.002661e-01,-7.336267e-02,1.272186e+00,-3.873288e+00,1.474664e+00,3.343453e-01,1.369044e+00,-4.347708e-03,-2.258990e+00,1.105591e+00,2.702703e-02,-3.068206e+00,3.426566e-01,-5.733677e-01,2.768107e-01,1
-3.558041e+00,-3.383052e+00,-1.577966e+00,-7.521430e-01,1.782569e+00,-4.113367e+00,-3.135172e+00,1.673767e+00,1.719266e+00,4.950667e-01,-4.866548e+00,-1.182497e+01,-9.917695e-01,1.208755e-01,-7.515046e-05,-1.261296e+00,-2.513960e-01,1.234997e+00,-3.092495e+00,4.911305e-01,-1.290403e+00,4.883520e-01,-4.347708e-03,-1.883169e+00,4.658325e-01,2.702703e-02,-1.065166e+00,5.403310e-01,-3.780244e+00,4.519520e-01,1
-2.830554e+00,-2.135175e+00,-1.092395e+00,-9.675528e-01,1.941248e+00,-2.927639e+00,-2.700934e+00,-4.734121e-01,1.434984e-01,-1.497868e+00,-4.014554e+00,-1.217792e+01,5.398791e-01,1.781854e-01,-7.515046e-05,-3.091193e+00,-1.526048e+00,3.662002e+00,-4.306104e+00,-4.901700e-01,-2.277559e+00,-5.688853e-01,-4.347708e-03,-1.042916e+00,-1.611690e+00,2.702703e-02,-2.475181e+00,-1.320134e+00,1.240107e+00,-1.355958e+00,1
-4.277450e+00,-2.213532e+00,-3.722572e-01,-4.107706e-01,2.115322e+00,-3.002093e+00,-1.677731e+00,-2.004501e+00,-1.030056e+00,-6.004499e-01,-5.388191e+00,-1.230525e+01,1.479040e+00,-1.725456e-01,-7.515046e-05,8.366756e-01,6.652886e-01,6.848708e-01,-4.748289e-01,-4.600277e-01,-1.212886e+00,-5.220779e-01,-4.347708e-03,-1.139675e+00,-1.004594e+00,2.702703e-02,1.465151e+00,-1.099204e+00,-2.893752e-01,-1.141268e+00,1
-3.814109e+00,-2.431384e+00,7.038687e-01,8.632130e-02,1.944210e+00,-3.209095e+00,-3.067159e+00,5.260896e-01,5.309744e-01,3.542100e-01,-4.558713e+00,-1.191832e+01,2.720382e-01,-8.988614e-01,-7.515046e-05,-1.710929e+00,7.719725e-01,-9.192806e-01,-4.170759e+00,-4.360255e-01,-6.733128e-01,-3.816556e-01,-4.347708e-03,-1.400456e+00,8.351053e-01,2.702703e-02,-6.066249e-01,1.333543e-01,-6.000149e-01,1.751158e-01,1
-2.783423e+00,-3.014105e+00,1.610199e-01,1.542227e-01,2.382210e+00,-3.762794e+00,1.817122e+00,1.054472e+00,1.509149e+00,9.616289e-01,-5.032705e+00,-1.205243e+01,1.234711e+00,2.297936e-01,-3.073189e-06,-2.950514e-01,-8.516529e-01,1.226076e-01,-4.639704e+00,1.143513e-01,-3.506581e-01,8.896253e-02,4.141972e-03,-6.653766e-01,1.404552e+00,2.702703e-02,-3.202217e+00,-1.689713e-01,-2.783342e+00,-1.695170e-01,1
-3.394368e+00,-4.502454e+00,1.380445e+00,1.354904e+00,2.864993e+00,-5.177017e+00,-2.076193e+00,1.172462e+00,1.250568e+00,-5.148552e-01,-5.358417e+00,-1.209119e+01,1.647172e+00,2.465320e+00,-7.515046e-05,1.835343e+00,1.845049e+00,1.475624e+00,-4.479148e+00,2.838326e+00,5.535886e-01,2.775811e+00,-4.347708e-03,1.102969e+00,2.449215e-01,2.702703e-02,4.350581e-01,1.935680e+00,-2.268377e+00,2.096020e+00,1
2.329214e+01,3.504338e+01,1.848564e+00,3.405712e+00,-8.720428e+00,2.260693e+01,6.295328e+00,-5.579673e+00,-5.943020e+00,-7.131095e-01,-4.078456e+00,3.768472e+01,-1.719044e+00,-3.497253e+00,8.117675e-04,2.783790e+00,2.924508e+00,-4.307301e+00,3.212053e+01,-2.685537e+00,1.313564e+00,-2.627903e+00,2.542685e-02,8.482688e-01,-1.202615e-01,2.702703e-02,-1.645988e-02,-2.006181e+00,2.443980e+00,-2.000025e+00,1
-3.501343e+00,1.455701e+01,4.345683e+00,4.011762e+00,-5.722808e+00,1.293321e+01,-2.414282e+00,-2.520126e+00,-3.204895e+00,1.251091e+00,2.693043e+01,1.900725e+01,-5.448127e-01,-3.346961e+00,5.340484e-04,7.123106e+00,3.767196e+00,-4.299239e+00,4.002548e+01,-2.537058e+00,3.835427e+00,-2.475779e+00,2.033049e-02,1.269306e+00,2.853706e-01,2.702703e-02,-1.883127e+00,-1.808506e+00,2.340740e+00,-1.813585e+00,1
